Aal ALE 
malen paint 
malerisch pictorial 
malt paints 
manchmal sometime 
mangelhaft defectively 
mangelhafte defectiv 
manierlich mannerly 
manipulieren gerrymander 
manipulierend manipulating 
manipuliert manipulated 
mannhaft manful 
mannigfaltig multifarious 
manoevrieren manoeuvre 
manuell manually 
markieren mark 
markierend marking 
markiert marked 
markig marrowy 
marktfaehig marketable 
marschierend marching 
marschiert marches 
marschierte marched 
marternd martyring 
martert martyrs 
maskierbar MASKABLE 
maskierte masked 
massenhaft plentiful 
massieren massage 
massierend massaging 
massiert massages 
massierte massaged 
massig bulky 
massiv massive 
masslos exorbitant 
mathematisch Algebraic 
mathematische mathematics 
matt dull 
mausen pilfer 
mausend pilfering 
mausern molt 
mausernd molting 
mausert molts 
maximal maximal 
maximierend Maximizing 
mechanisch mechanical 
mechanisieren mechanize 
mechanisierend mechanizing 
mechanisiert mechanizes 
mechanisierte mechanized 
medizinisch medicinal 
medizinische medical 
mehr more 
mehrdeutig equivocal 
mehrdeutige ambiguous 
mehrere several 
mehrfach multiple 
mehrfache multilple 
mehrnamig polynomial 
mehrstufig multistage 
meiden eschew 
meidend eschewing 
meidet eschews 
mein mine 
meine my 
meinen opine 
meinend opining 
meint opines 
meinte opined 
meist almost 
meistens mostly 
meisterhaft masterful 
melden notify 
melkend milking 
melkt milks 
melodisch tuneful 
menschlich human 
merkbar appreciable 
merkend perceiving 
messbar measurable 
messend measuring 
metallisch metallic 
methodisch methodic 
metrisch metric 
mexikanisch MEXICAN 
mgnetisch magneticly 
miauen miaow 
miauend miaowing 
miaut miaows 
miaute miaowed 
mieten rent 
mietend leasing 
mietet leases 
milchig milky 
mild clement 
milder milder 
mildern mitigate 
mildernd mitigating 
mildert mitigates 
mildeste mildest 
militaerisch militarily 
millionste millionth 
mimisch mimic 
mineralisch minerally 
minimale minimal 
minimieren minimize 
minimierend minimizing 
minimiert minimized 
minus minus 
mir me 
mischbar mergeable 
mischen blend 
mischend Merging 
mischt mashs 
missbilligen disapprove 
missbilligend disapproving 
missbilligt disapproves 
missbilligte disapproved 
missbrauchen abuse 
missbrauchend abusing 
missbraucht abused 
missdeuten misconstrue 
missdeutend misconstruing 
missdeutet misconstrues 
missfaellt displeases 
missfallen displease 
missfallend displeasing 
missgedeutet misconstrued 
missgoennen begrudge 
missgoennend grudging 
missgoennt begrudges 
missgoennte begrudged 
misshandeln maltread 
misshandelnd maltreating 
misshandelt maltreads 
misslingen miscarry 
misslingend miscarrying 
misslingt miscarries 
misslungen failed 
misstrauen distrust 
misstrauend distrusting 
misstrauisch distrustful 
misstraut distrusts 
misstraute distrusted 
missverstanden misapprehended 
missverstehen misapprhend 
missverstehend misconceiving 
missversteht misapprehends 
mit communicatekorrespondiert 
miteinander together 
mitgewirkt concured 
mitleidig compassionate 
mitschleppen inherit 
mitteilen acquaint 
mittelalterlich mediaeval 
mittellos penniless 
mittelmaessig mediocre 
mittelste midmost 
mittig concentric 
mitwirkend concuring 
moderig frowstily 
modern fashionable 
moderner moderner 
modernisieren modernize 
modernisierend modernizing 
modernisiert modernized 
modernste modernest 
modisch fashionable 
modrig moldily 
modulierend modulating 
moduliert modulates 
modulierte modulated 
moegend liking 
moeglich possible 
moegliche eventual 
moeglicherweise possibly 
moenchisch monkish 
monatlich monthly 
mondhell moonlit 
mondsuechtig moonstruck 
monochrom Monochromatic 
monumental monumentally 
moosig mossy 
morgen tomorrow 
motiviert motived 
motorisieren motorize 
motorisierend motorizing 
motorisiert motorized 
muede tired 
muehelos effortlessly 
muehevoll troublesome 
muehsam arduous 
muendlich oral 
muerbe mellow 
muerrisch glum 
muessen must 
muessig truantly 
muetterlich maternal 
muffig mustily 
mundvoll mouthful 
munter jauntily 
murmeln mumble 
murmelnd mumbling 
murmelt mumbles 
murren grumble 
murrend grumbling 
murrt grumbles 
musikalisch musical 
muskuloes brawny 
mutig audacious 
mutiplizieren multiply 
mystisch mystic 
nach after 
nachahmend Simulating 
nachbarlich neighborly 
nachbilden emulate 
nachbildend Cloning 
nachdem having 
nachdenken cogitate 
nachdenkend meditating 
nachdenklich contemplative 
nachdruecklich emphatic 
nacherwaermen reheat 
nachgeahmt emulated 
nachgebend relenting 
nachgebildet cloned 
nachgedacht meditated 
nachgegeben relented 
nachgeladene downloaded 
nachgelassen slackened 
nachgemacht counterfeit 
nachher afterwards 
nachlaessig neglectful 
nachlassen fade 
nachlassend slackening 
nachmachend counterfeiting 
nachmittags pm 
nachschleppen drag 
nachsichtig indulgent 
nackt bare 
naechste nearest 
naechstes next 
naechtlich nightly 
naehen stitch 
naehend needling 
naeher nearer 
naehern approach 
naehernd approaching 
naehert approaches 
naehren nourish 
naehrend nourishing 
naehrt nourishes 
naeht stitches 
naerrisch foolish 
nagelneu brand-new 
nagen gnaw 
nagend gnawing 
nagt gnaws 
nahe near 
nahezu nearly 
nahm took 
nahrhaft nutritious 
naiv naive 
namenlos nameless 
namens behalf 
namentlich namely 
namentliche nominal 
namhaft well-known 
narbig scarred 
narkotisierend narcotic 
nasal nasal 
nass wet 
nasser Wetter 
national nationally 
nationale national 
nationalitaetbezogene nationalized 
natuerlich Naturally 
natuerlicher naturallier 
natuerlichste naturalliest 
nautisch nautical 
neben beside 
nebeneinander abreast 
nebensaechlich negligible 
neblig foggy 
nebligste foggiest 
necken banter 
neckend bantering 
neckt banters 
negativ negative 
nehmen keep 
nehmend catching 
neidisch envious 
neigend slanting 
neigt slants 
nein no 
neppend vamping 
neppt vamps 
nerven nerve 
nervend nerving 
nervoes jumpily 
nervt nerves 
nervte nerved 
nett Neat 
netter jollier 
netteste jolliest 
neu afresh 
neu- re 
neuartig innovative 
neuerdings latterly 
neuformatieren reformat 
neugierig curious 
neugierigste nosiest 
neuinstallieren reinstall 
neulich recently 
neun nine 
neunte ninth 
neuntens ninthly 
neunzehn nineteen 
neunzig ninety 
neustarten restart 
neuste newest 
neutral neutral 
neutralisieren neutralize 
neutralisierend neutralizing 
neutralisiert neutralized 
nicht Non 
nichtgewerblich noncommercial 
nichts nothing 
nichtsdestoweniger nevertheless 
nichtssagend unmeaning 
nie never 
niedergemetzelt massacred 
niedermetzelnd massacring 
niederschlagen condense 
niedrig low 
niedrigerer lower 
niemals never 
niemand nobody 
niesen sneeze 
niesend sneezing 
niest sneezes 
nimmt cashes 
nippen sip 
nippend sipping 
nippt sips 
nirgends nowhere 
nisten nestle 
nistend nestling 
nistet nestles 
noch nor 
noerdlich northerly 
noergeln nag 
noergelnd nagging 
noergelt nags 
noetig neccessary 
normal normal 
normalerweise normally 
normalisieren normalize 
normalisierend normalizing 
normalisiert normalizes 
normalisierte normalized 
norwaerts northwards 
norwegisch Norwegian 
notierend noting 
notiert noted 
notierte noticed 
notwendig necessary 
notwendigerweise necessarily 
nuechtern jejune 
nuetzen utilize 
nuetzend profitting 
nuetzende benefiting 
nuetzlich beneficial 
nuetzt benefits 
numerisch Numeric 
numerische numerical 
nummerierend numbering 
nummeriert numbered 
nun now 
nur only 
nussig nuttily 
nutzen utilize 
nutzlos Needless 
ob if 
oben above 
oberer superior 
oberflaechlich superficial 
oberhalb above 
obgleich although 
obliegend incumbent 
obszoen obscene 
obwohl Although 
oder or 
oede bleak 
oeffentlich public 
oeffnen unclose 
oeffnend opening 
oeffnet opens 
oelig oilily 
oertlich local 
oestlich eastern 
offen candidly 
offenbar manifest 
offenbaren reveal 
offenbarend manifesting 
offenbart disclosed 
offenbarte manifested 
offengelegt unfolded 
offenlegen unfold 
offenlegend unfolding 
offensichtlich evident 
offiziell offical 
oft frequently 
ohne devoid 
opfernd sacrificing 
opfert sacrifices 
optimal optimum 
optimieren optimalize 
optimierend optimizing 
optimiert optimized 
optimistisch optimistic 
optisch optical 
ordentlich fair 
ordernd Ordering 
ordnen tabulate 
ordnend tabulating 
ordnet tabulates 
organisatorisch organizational 
organisch organic 
organisieren organize 
organisierend organizing 
organisiert organized 
orientieren orientate 
orientierend orientating 
orientiert orientates 
orientierte orientated 
original orginal 
originell originally 
outzend furbishing 
oval oval 
packen grapple 
packend grappling 
packt grapples 
packte grasped 
paffen whiff 
paffend whiffing 
pafft whiffs 
paketieren packet 
panisch panic 
parallel parallel 
parfuemierend perfuming 
parfuemierte perfumed 
parkend Parking 
parkt Parks 
passend aptly 
passiert passes 
passiv passive 
passt suits 
pausierend pausing 
pausiert paused 
pedantisch pedanticly 
peinlich painful 
peitschen flog 
peitschend flogging 
peitscht flogs 
pendelnd shuttling 
penibel squeamish 
perfekt perfect 
periodisch periodic 
persoenlich personal 
pfeifen whistle 
pfeifend whistling 
pfeift whistles 
pflanzen plant 
pflanzend implanting 
pflanzt implants 
pflastern pave 
pflasternd paving 
pflastert paves 
pflegen CHERISH 
pflegend cherishing 
pflegt cherishes 
pflichtgemaess obligatorily 
pfluegen plow 
pfluegt ploughs 
pfui! fie 
pfuschen fudge 
pfuschend fudging 
pfuscht fudges 
phantastisch fanciful 
philosophieren philosophize 
philosophierend philosophizing 
philosophiert philosophizes 
philosophierte philosophized 
phonetisch phonetical 
photographierend photographing 
physikalisch physically 
physisch physical 
plaedieren plead 
plaedierend pleading 
plaedierte pleaded 
plagend bothering 
planend planning 
planschen swash 
plantschend swashing 
plantscht swashes 
plappern chatter 
plappernd chattering 
plappert chatters 
platschen plash 
platschend plashing 
platscht plashes 
platzen burst 
platzend bursting 
platzt bursts 
plaudern Chat 
plaudernd nattering 
plaudert natters 
plazierend placing 
plaziert placed 
ploetzlich abrupt 
ploetzliche sudden 
pluendern harry 
pluendernd harrying 
pluendert harries 
plump clownish 
plumpsen bump 
plus plus 
polemisch polemic 
politisch political 
polsternd padding 
populaer popular 
poroes porous 
positionierend positioning 
positioniert positioned 
positiv POSITIVELY 
postalisch postal 
praechtig gorgeous 
praegend minting 
praegt mints 
praesent present 
praesentiert presents 
prahlen boast 
prahlend boasting 
prahlerisch vainglorious 
prahlt boasts 
praktisch Practical 
praktizierend practising 
praktiziert practises 
praktizierte practised 
prall plump 
preislos priceless 
preiswert inexpensive 
pressen huddle 
pressend huddling 
presst huddles 
primitive Primitive 
privat private 
pro per 
probend rehearsing 
probierend sampling 
probiert samples 
probierte sampled 
probt rehearses 
produktiv productive 
professionell professional 
profitiert profits 
programmierbar programmable 
programmierend programming 
programmiert programmed 
prophezeien prophesy 
prophezeiend auguring 
prophezeit augurs 
prophezeite presaged 
proportional proportional 
pruefen check 
pruefend checking 
prueft checks 
pruegeln thrash 
pruegelnd thrashing 
pruegelt canes 
prunkvoll pompous 
puenktlich punctual 
pumpen pump 
pumpt pumps 
punktiert dotted 
putzen brush 
putzt furbishes 
quaelen agonize 
quaelend agonizing 
quaelt agonizes 
quaelte smote 
quaken quack 
quakend quacking 
quakt quacks 
quasseln yap 
quasselnd yapping 
quasselt yaps 
quellend welling 
quengelig grouchy 
quengeln grouch 
quengelnd grouching 
quengelt grouches 
quetschen Squish 
quetschend bruising 
quetscht bruises 
quieken squeak 
quiekend squeaking 
quiekt squeaks 
quillt wells 
rachsuechtig revengeful 
radfahrend BICYCLING 
radioaktiv radio-active 
raechen avenge 
raechend avenging 
raecht avenges 
raedrig wheeled 
raekeln loll 
raekelnd lolling 
raekelt lolls 
raendeln knurl 
raet advises 
raetselhaft enicmatical 
raeuberisch predatorily 
raeudig mangily 
raeumen evacuate 
raeumend evacuating 
raeumt evacuates 
raffiniert cagey 
randalierend rioting 
rangieren shunt 
rangierend shunting 
rangiert shunts 
rangierte shunted 
ranzig rancid 
rar rare 
rasch quick 
rascheln rustle 
raschelnd rustling 
raschelt rustles 
rasen rave 
rasenbedeckt sodded 
rasend raving 
rasieren shave 
rasierend shaving 
rasiert shaves 
rasierte shaved 
raspeln rasp 
raspelnd rasping 
raspelt rasps 
rasseln rattle 
rasselnd rattling 
rasselt rattles 
rastern grate 
raten advise 
ratend advising 
rationalisieren rationalize 
rationalisierend rationalizing 
rationalisiert rationalizes 
ratlos helpless 
ratsam advisable 
rauben rob 
raubend raping 
raubt rapes 
rauchend fuming 
rauchig smokily 
raucht fumes 
rauchte fumed 
raufen scuffle 
raufend scuffling 
rauft scuffles 
rauh inclement 
rauschen sough 
rauschend soughing 
rauscht soughs 
rauschte soughed 
reagieren react 
reagierend reacting 
reagiert reacts 
reagierte reacted 
reaktiviert reactivated 
realisieren implement 
realistisch realistic 
rebellierend rebelling 
rebellierte rebelled 
rebellisch rebellious 
rechnen comput 
rechnend Computing 
rechnet reckons 
rechteckig oblong 
rechterhand righthand 
rechtfertigend justifying 
rechtfertigt justifies 
rechtlich legal 
rechtzeitig timely 
reden discourse 
redet discourses 
reduzieren reduce 
reflektieren reflect 
reflektierend reflecting 
reflektiert reflected 
reformierend reforming 
reformiert reforms 
reformierte reformed 
regelmaessig regular 
regelnd managing 
regelt manages 
regelwidrig anomalously 
regieren reign 
regierend reigning 
regiert reigns 
regierte reigned 
registriert registered 
regnen rain 
regnend raining 
regnerisch rainily 
regnet rains 
regulaer regular 
regulieren regulate 
regungslos motionless 
reiben chafe 
reibend chafing 
reibt chafes 
reich affluent 
reichend reaching 
reichlich abound 
reicht reaches 
reif mature 
reifend maturing 
reift matures 
reihend ranking 
reiht ranks 
rein chaste 
reinigen purge 
reinigend cleaning 
reinigt cleans 
reinste cleanest 
reisen travel 
reisend touring 
reissen rend 
reissend wrenching 
reisst wrenches 
reist travels 
reizbar excitable 
reizbarer excitablier 
reizen tease 
reizend charming 
reizlos unattractive 
reizloser unattarctivier 
reizloseste uncomeliest 
reizt excites 
rekonfiguriert reconfigured 
rekonstruieren reconstruct 
rekonstruiert reconstructed 
relativ relative 
religioes religious 
renovieren redecorate 
renovierend redecorating 
renoviert redecorates 
renovierte redecorated 
reorganisieren reorganize 
reorganisierend reorganizing 
reorganisiert reorganized 
reparieren REPAIR 
repariert repaires 
repraesentativ representative 
repraesentierend representing 
repraesentiert represented 
reproduzieren reproduces 
reproduzierend reproducing 
reservieren dedicate 
reserviert reserved 
resident resident 
respektierend respecting 
respektiert respects 
respektlos irreverent 
restauriert restores 
retionalisierte rationalized 
retten salve 
rettend rescuing 
rettet rescues 
reuevoll contrite 
reuig penitent 
revolutionaer revolutionary 
rhythmisch rhythmic 
richtig correct 
riechen smell 
riechend smelling 
riecht smells 
riesenhaft gigantic 
riesig giant 
ringfoermig annular 
ringt wrests 
riskierend venturing 
riskierte ventured 
riss tore 
ritterlich knightly 
rituell ritual 
robust tough 
rodeln toboggan 
rodelnd tobogganing 
rodelt toboggans 
roehrenfoermig tubular 
roesten parch 
roestend parching 
roestet parchs 
roeten redden 
roetend reddening 
roetet reddens 
roetlich reddish 
roh raw 
roher rawer 
rohest rawest 
rollen trundle 
rollend trundling 
rollt ROLLS 
rosa pink 
rosten oxidize 
rostend oxidizing 
rostet oxidizes 
rostfrei rustless 
rostig rustily 
rot red 
rotierend rotating 
rotiert rotates 
rubinrot ruby 
ruckartig fitful 
rudern scull 
rudernd sculling 
rudert sculls 
rueckberechnen recalculate 
rueckberechnet recalculated 
rueckbezeichnen redesignate 
ruecklaeufig retrograde 
rueckrechnend recalculating 
rueckrufen Recall 
ruecksichtslos inconsiderate 
rueckversichern reinsure 
rueckversichernd reinsuring 
rueckversichert reinsures 
rueckversicherte reinsured 
rueckwaertig rearward 
rueckwaerts aback 
rueckweisen repel 
rueckwirkend retroactive 
ruehmen vaunt 
ruehmend vaunting 
ruehmt vaunts 
ruehren stir 
ruehrend stiring 
ruehrselig maudlin 
ruehrt stirs 
ruestig hale 
rufen call 
ruft calls 
ruhelos restless 
ruhen repose 
ruhend dormant 
ruhig CALM 
ruhiger quieter 
ruht reposes 
ruhte reposed 
rumpeln rumble 
rumpelnd rumbling 
rumpelt rumbles 
rund round 
rundend rounding 
rundlich chubbily 
runzelnd wrinkling 
runzelt wrinkles 
russig sootily 
russisch RUSSIAN 
sabotieren ratten 
sabotierend rattening 
sabotiert rattens 
sabotierte rattened 
sachdienlich pertinent 
sachlich objective 
sacken sag 
sackend sagging 
sackt sags 
saeen seed 
saeend seedling 
saegen sawes 
saegend sawing 
saemtlich altogether 
saet seeds 
saettigen sate 
saettigend sating 
saettigt sates 
saeubern cleanup 
saeuerlich sourish 
saeuernd souring 
saeumen hem 
saftig juicily 
saftlos sapless 
sagen say 
sagend saying 
sagenhaft fabulous 
sagt says 
sagte said 
sah saw 
salbungsvoll unctuous 
salopp rakish 
salzend salting 
salzig salty 
salzt salts 
sammeln gather 
sammelnd collecting 
sammelt collects 
sammelte gathered 
samtig velvety 
sandig sandily 
sanft bland 
sanftmuetig gentle 
satteln saddle 
sattelt saddles 
sauber clean 
sauberer cleaner 
sauer SOUR 
saugen suck 
saugend sucking 
saugfaehig absorbent 
saugt sucks 
schachmatt checkmate 
schadend harming 
schadet harms 
schaebig pokily 
schaebiger shabbier 
schaebigste shabbiest 
schaedigend injuring 
schaedigt injures 
schaedlich harmfull 
schaelen pare 
schaelend hulling 
schaelt hulls 
schaemen blush 
schaendlich disgraceful 
schaerfen sharpen 
schaerfend sharpening 
schaerfer sharper 
schaerft sharpens 
schaetzen appraise 
schaetzend appraising 
schaetzenswert estimable 
schaetzt appraises 
schaetzte appreciated 
schaeumend foaming 
schaeumt foams 
schaffen create 
schaffend constituting 
schaltend switching 
schaltet toggles 
schamhaft shamefaced 
schamlos shameless 
scharf acrid 
scharfsinnig astute 
schattierend shading 
schattierte shaded 
schattig shadily 
schaudern shudder 
schaudernd shivering 
schaudert shivers 
schaufeln scoop 
schaufelnd scooping 
schaufelt scoops 
schaukelnd rocking 
schaumig foamily 
schaut looks 
scheckig brindle 
scheibchenweise sliced 
schein- pseudo 
scheinbar Apparently 
scheinen seem 
scheinend seeming 
scheinheilig sanctimonious 
scheint seems 
schelmisch waggish 
schelten chide 
schematisch diagrammatic 
schenken donate 
schenkend donating 
schenkt donates 
scherzen frolic 
scherzend frolicing 
scherzhaft jocose 
scherzt frolics 
scheu shy 
scheusslich atrocious 
schichtend layering 
schick chic 
schieben shove 
schiebend shoving 
schiebt shoves 
schief skew 
schien evidenced 
schiessend shooting 
schiesst shoots 
schiffbar navigable 
schiffbruechig shipwrecked 
schildert depicts 
schillernd iridescent 
schimmern glimmer 
schimmernd gleaming 
schimmert gleams 
schimmerte gleamed 
schimpfen inveigh 
schimpfend inveighing 
schimpft chides 
schimpfte railed 
schlachten slaughter 
schlachtend slaughtering 
schlachtet slaughters 
schlacksig lanky 
schlaefrig sleepily 
schlaeft nods 
schlaegt batters 
schlaengeln worming 
schlaengelnd wriggling 
schlaengelt wriggles 
schlafen nod 
schlafend asleep 
schlaff flabbily 
schlaffer flabbier 
schlaffste flabbiest 
schlaflos sleepless 
schlagen batter 
schlagend battering 
schlagfertig glib 
schlammig muddily 
schlampig sloppy 
schlank slenderly 
schlau cleverly 
schlecht bad 
schlechter worse 
schlechteste worst 
schleichen skulk 
schleichend skulking 
schleicht skulks 
schleifen grind 
schlendern roam 
schlendernd roaming 
schlendert roams 
schleppen haul 
schleppend hauling 
schleppt hauls 
schleudern fling 
schleudernd hurling 
schleudert hurls 
schlicht artless 
schliessen clause 
schliessend closing 
schliesslich finally 
schliesst closes 
schlimm fatal 
schlitzend slitting 
schluchzen sob 
schluchzend sobbing 
schluchzt sobs 
schluckend swallowing 
schluepfen slip 
schluepfend slipping 
schluepfrig slipperily 
schluepft slips 
schluerft scuffs 
schlummern nap 
schlummernd napping 
schlummert naps 
schlummerte napped 
schlurfen scuff 
schlurfend scuffing 
schmackhaft palatable 
schmaechtig SLENDER 
schmal narrow 
schmeckend smacking 
schmeckt smacks 
schmeicheln coax 
schmeichelnd coaxing 
schmeichelt coaxes 
schmelzen liquefies 
schmelzend liquefying 
schmerzen ache 
schmerzend aching 
schmerzhaft dolorous 
schmerzlich painfully 
schmerzlos painless 
schmerzt aches 
schmieren daub 
schmierend daubing 
schmierig greasily 
schmiert daubs 
schmierte greased 
schmilzt melts 
schmollen pout 
schmollend pouting 
schmollt pouts 
schmorend stewing 
schmort stews 
schmuecken decorate 
schmueckend decorating 
schmueckt decorates 
schmuggeln smuggle 
schmuggelnd smuggling 
schmuggelt smuggles 
schmutzig dingily 
schnappen nab 
schnappend nabbing 
schnappt nabs 
schnarchen snore 
schnarchend snoring 
schnarcht snores 
schnattern cackle 
schnatternd cackling 
schnattert cackles 
schnatterte gabbled 
schnaufen wheeze 
schneiden cut 
schneidend incisive 
schneidernd tailoring 
schneidet cuts 
schneidig dashing 
schneiend snowing 
schneit snows 
schnell fast 
schneller faster 
schnellste fastest 
schnellstens expressly 
schnibbeln whittle 
schnibbelnd whittling 
schnibbelt whittles 
schnippend snipping 
schnippisch snappish 
schnippt snips 
schnueffeln sniff 
schnueffelnd sniffing 
schnueffelt sniffs 
schnurren purr 
schnurrend purring 
schnurrt purrs 
schockierend shocking 
schockiert shocks 
schoen beautiful 
schoepferisch creative 
schon already 
schonungslos unsparing 
schraeg oblique 
schraubend screwing 
schraubt screws 
schrecklich awful 
schreiben write 
schreibend TYPEing 
schreibt types 
schreien scream 
schreiend crying 
schreit clamors 
schreiten tread 
schreitend treading 
schreitet treads 
schrieb wrote 
schrill shrill 
schrillend shrilling 
schrillt shrills 
schritt trod 
schroff brusque 
schrumpelig wizen 
schrumpfen shrink 
schrumpfend shrivelling 
schrumpft shrinks 
schruppend scrubbing 
schruppt scrubs 
schuechtern bashful 
schuetteln shake 
schuettelnd shaking 
schuettelt shakes 
schuetzen guard 
schuetzend patronizing 
schuetzt protects 
schuften plod 
schuftend plodding 
schuftet plods 
schulden owe 
schuldet owes 
schuldig guilty 
schulmaessig scholastic 
schulternd shouldering 
schuppig scaly 
schurkisch roguish 
schwach feeble 
schwacher weaker 
schwaechen debilitate 
schwaechend debilitating 
schwaecher weaklier 
schwaechste weakliest 
schwaecht debilitates 
schwaermt raves 
schwaerzen blacken 
schwaerzt blackens 
schwaetzen prate 
schwaetzend prating 
schwaetzt gossips 
schwammig spongily 
schwanger pregnantly 
schwanken falter 
schwankend faltering 
schwankt falters 
schwarz black 
schwatzen blab 
schwatzend blabbing 
schwatzhaft garrulous 
schwatzt blabs 
schweben hover 
schwebend hovering 
schwebt hovers 
schwebte hovered 
schwedisch Swedish 
schweigend silently 
schweigsam taciturn 
schweinisch hoggish 
schweissen weld 
schweissend welding 
schweisst welds 
schweizerisch SWISS 
schwelen smoulder 
schwelend smouldering 
schwellen swell 
schwelt smoulders 
schwer heavy 
schwerfaellig clumsy 
schwerlich gravely 
schwermuetig melancholy 
schwesterlich sisterly 
schwierig difficult 
schwimmend floating 
schwindelig dizzily 
schwindeln fib 
schwindelnd giddy 
schwindelt fibs 
schwinden dwindle 
schwindend dwindling 
schwindet dwindles 
schwingen oscillate 
schwingend oscillating 
schwingt oscillates 
schwirren twang 
schwirrend twanging 
schwirrt twangs 
schwitzen perspire 
schwitzend perspiring 
schwitzt perspires 
schwoeren swear 
schwoerend swearing 
schwoert swears 
schwuel muggily 
schwueler muggier 
schwuelste muggiest 
sechs six 
sechste sixth 
sechzehn sixteen 
sechzehnte sixteenth 
sechzig Sixty 
sechzigste sixtieth 
seekrank seasick 
seetuechtig seaworthy 
seewaerts seaward 
segelnd SAILING 
segelt sails 
segnet blesses 
sehen VIEW 
sehend looking 
sehnend longing 
sehnsuechtig wishful 
sehnt longs 
sehr very 
seicht shallow 
seiden silken 
seiend being 
seifig soapily 
sein be 
seine its 
seit since 
seitennummeriert paged 
seitig sided 
seitlich lateral 
seitwaerts askance 
selbe same 
selbst SELF 
selbstaendig independent 
selbstantwortend autoanswering 
selbstgemacht homemade 
selbstlos disinterested 
selbstsuechtig selfish 
selten infrequent 
seltsam queer 
senden broadcast 
sendend sending 
sendet sends 
sengen singe 
sengt singes 
senil senile 
senkrecht perpendicular 
senkrechte verticle 
sensationell sensational 
sentimental sentimental 
sequentielle sequential 
seriell serial 
sesshaft sedentarily 
setzbar settable 
setzend Setting 
setzt Sets 
seufzend sighing 
seufzt sighs 
sicher certainly 
sichere safe 
sicherer securer 
sichern backup 
sichernd ensuring 
sicherste safest 
sichert ensures 
sichtbar VISUALLY 
sichtig sighted 
sickernd oozing 
sickert oozes 
sie THEM 
sieben seven 
siebend sieving 
siebt sieves 
siebte seventh 
siebzehn seventeen 
siebzehnte seventeenth 
siebzig seventy 
sieden seethe 
siedend seething 
siedet seethes 
siegelnd sealing 
siegelt seals 
siegreich victorious 
sieht sees 
similieren simulate 
simuliert simulates 
simulierte simulated 
sind are 
singen sing 
sinkende sinking 
sinnlich sensual 
sinnlos senseless 
sitzen sit 
sitzend sitting 
sitzt sits 
skeptisch sceptical 
skilaufend skiing 
skizzierend outlining 
skizziert outlined 
sklavisch slavish 
skrupellos ruthless 
so so 
sofort immediate 
sogar yet 
solch such 
solide solid 
sollte ought 
sommerlich summerly 
sonderbar weird 
sonnig sunny 
sonst else 
sonstwo elsewhere 
sorgfaeltig careful 
sorglos careless 
sorgt worrys 
sorgte cared 
sortieren assort 
sortierend assorting 
sortiert assorts 
sortierte assorted 
spaehen peer 
spaehend peering 
spaeht peers 
spaehte peered 
spaerlich spare 
spaet late 
spaeter afterward 
spalten cleave 
spaltend riving 
spaltet rives 
spaltete cleft 
spanisch SPANISH 
sparsam spare 
spassen jest 
spassend jesting 
spassig joky 
spasst jests 
speichern Save 
speichernd storing 
speichert Saves 
speisen dine 
speisend dining 
speist dines 
sperren barricade 
sperrend barricading 
sperrt barricades 
spezial Special 
speziell respectively 
spezifische specific 
spezifizieren itemise 
spezifiziert specifies 
spezifizierte specified 
spielen gamble 
spielend gambling 
spielerisch playful 
spielt gambles 
spielte gambled 
spinnt spins 
spitz peaked 
spitzfindig captious 
splitternd splinting 
splittert splints 
spoettisch derisive 
spontan spontaneous 
spotten flout 
spottend flouting 
spottet flouts 
sprach spoke 
sprachlos dumbly 
sprang jumped 
sprechen speak 
sprechend speaking 
spreizen straddle 
spreizend straddling 
spreizt straddles 
spricht speaks 
sprichwoertlich proverbial 
spriessen sprout 
spriessend sprouting 
spriesst sprouts 
springen bounce 
springend bouncing 
springt bounces 
spritzen bespatter 
spritzend bestattering 
spritzt bespatters 
spritzte bespattered 
sprudeln bubble 
sprudelnd effervescent 
sprudelt sputters 
spruehen drizzle 
spruehend drizzling 
sprueht drizzles 
spuelen scavenge 
spuelend swilling 
spuelt swills 
spulen spool 
spulend spooling 
spult spools 
spurlos trackless 
spurten sprint 
spurtend sprinting 
spurtet sprints 
stabil robust 
staedtisch municipal 
staemmig stockily 
staendig permanent 
staerken strengthen 
staerkend restorative 
staerkt strengthens 
stahl stole 
stammeln babble 
stammelt babbles 
stampfen stomp 
stampfend stomping 
stampft stomps 
standard standard 
stapelnd stacking 
stapelt stacks 
starhlend shining 
stark potent 
starr numb 
starren gaze 
starrend gazing 
starrsinnig pigheaded 
starrt gazes 
starten commence 
startend actuating 
startet actuates 
statistische statistical 
stattlich portly 
staubig dusty 
staunend wondering 
stechen jab 
stechend jabbing 
stehen stand 
stehend vertical 
stehlen burgle 
stehlend stealing 
steht stands 
steif stiff 
steigen rise 
steigend rising 
steigern raise 
steigt rises 
steil steep 
steinig stonily 
sterbend dying 
sterblich mortal 
sternenklar starlit 
stets always 
steuernd steering 
steuerpflichtig declarable 
steuert steers 
stibitzt pilfers 
sticheln taunt 
stichelt taunts 
sticht jabs 
stiehlt steals 
still calm 
stille silent 
stillgelegt inoperative 
stillschweigend tacit 
stimmen attune 
stimmend attuning 
stimmt attunes 
stimnmend voting 
stinkend fetid 
stockend stagnant 
stoebern quarry 
stoebert quarries 
stoeckig storeyed 
stoehnen groan 
stoehnend groaning 
stoehnt groans 
stoeren perturb 
stoerend perturbing 
stoert perturbs 
stoesst buffets 
stoisch stoic 
stolpern stumble 
stolpernd stumbling 
stolpert stumbles 
stolz haughtily 
